App,Category,Rating,Reviews,Size,Installs,Paid/Free,Price,Content Rating,Ad Supported,In App Purchases,Editors Choice
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,61,1000000,Free,0,Everyone,Yes,No,No
Kids A-Z,FAMILY,4.2,26426,30,1000000,Free,0,Everyone,No,No,No
BYJU'S – The Learning App,Others,4.2,312204,270,19970000,Free,0,Everyone,No,No,Yes
Honkai Impact 3rd,GAME,4.7,59017,82,1000000,Free,0,Teen,No,Yes,No
Nordstrom,Others,4.6,2278,12,500000,Free,0,Everyone,No,No,No
Elmo Calls by Sesame Street,FAMILY,3.9,6903,25,1000000,Free,0,Everyone,No,Yes,No
FVD Ad-Free,TOOLS,4.4,1774,41,10000,Paid,1.99,Everyone,No,No,No
CBRadioTab,TOOLS,3.9,127,15,50000,Free,0,Everyone,Yes,No,No
BV Sridhara Maharaj,FAMILY,5,8,27,100,Free,0,Everyone,No,No,No
Artificial Intelligence,FAMILY,3.9,339,42,50000,Free,0,Everyone,No,No,No
Idle Courier Tycoon - 3D Business Manager,Others,4.4,104776,270,5000000,Free,0,Everyone,Yes,Yes,Yes
Best Car Wallpapers,Others,4.5,994,29,100000,Free,0,Everyone,Yes,No,No
Best Western e-Concierge Hotel,Others,4,41,23,10000,Free,0,Everyone,No,No,No
Co Checker,TOOLS,1.9,12,20,1000,Free,0,Everyone,No,No,No
B-Messenger Video Chat,Others,4.1,12495,19,1000000,Free,0,Mature 17+,Yes,Yes,No
Amazon Prime Video,Others,4.2,312204,24,19970000,Free,0,Teen,Yes,Yes,No
BkEmu - BK-0010/11M emulator,FAMILY,,222,14,10000,Free,0,Everyone,No,No,No
Yummly Recipes & Cooking Tools,Others,4.5,66772,270,5000000,Free,0,Everyone,No,Yes,Yes
CB On Mobile,COMMUNICATION,4.1,901,0.323,100000,Free,0,Teen,Yes,No,No
AT&T Smart Wi-Fi,TOOLS,3.9,18513,61,10000000,Free,0,Everyone,No,No,No
Büfe BU,LIFESTYLE,4.1,14,13,100,Free,0,Everyone,No,No,No
AP Calculus BC: Practice Tests and Flashcards,FAMILY,3.6,5,54,1000,Free,0,Everyone,No,No,No
CP Clicker,LIFESTYLE,4.2,251,50,10000,Free,0,Everyone,No,No,No
Clue,GAME,4.6,19922,35,100000,Paid,1.99,Everyone 10+,No,No,No
Toyota Cruisers & Trucks Mag,Others,4.5,10,80,500,Free,0,Everyone,No,Yes,No
"Daylio - Diary, Journal, Mood Tracker",LIFESTYLE,4.6,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
PulsePoint Respond,MEDICAL,4.5,7837,21,100000,Free,0,Everyone,No,No,No
CF-Bench,TOOLS,4.4,2132,0.103,100000,Free,0,Everyone,Yes,No,No
"ooVoo Video Calls, Messaging & Stories",Others,4.3,312204,34,19970000,Free,0,Everyone,Yes,No,No
"Real Casino:Slot,Keno,BJ,Poker",GAME,4.1,341,26,50000,Free,0,Teen,Yes,No,No
VitusVet: Pet Health Care App,MEDICAL,4.8,3052,12,100000,Free,0,Everyone,No,No,No
소녀전선,Others,4.1,68202,270,1000000,Free,0,Teen,Yes,Yes,Yes
Exploding Kittens® - Official,Others,4.6,45815,270,500000,Paid,1.99,Everyone 10+,No,Yes,Yes
Clover Dating App,Others,4.1,11633,23,500000,Free,0,Mature 17+,No,Yes,No
Project Makeover,Others,4.1,312204,270,10000000,Free,0,Everyone,No,Yes,Yes
Red Ball 4,GAME,4.4,312204,59,19970000,Free,0,Everyone,Yes,Yes,No
EZ Notes Lite,PRODUCTIVITY,4.4,69,35,1000,Free,0,Everyone,No,No,No
justWink Greeting Cards,LIFESTYLE,4.6,69177,15,1000000,Free,0,Teen,No,Yes,No
포잉 POING,Others,4,2179,270,100000,Free,0,Teen,No,No,Yes
Fabulous: Daily Motivation & Habit Tracker,HEALTH_AND_FITNESS,4.5,312204,270,10000000,Free,0,Everyone,No,Yes,Yes
Rento - Dice Board Game Online,GAME,4.3,205830,63,10000000,Free,0,Everyone,Yes,Yes,No
KPS CHAUHAN DY/DX,FAMILY,4.9,37,10,100,Free,0,Everyone,No,No,No
My Horse,FAMILY,4.5,312204,87,10000000,Free,0,Everyone,Yes,Yes,Yes
English-Myanmar Dictionary,BOOKS_AND_REFERENCE,4.4,8788,10,1000000,Free,0,Everyone,Yes,No,No
New York Mysteries (Full),GAME,4.5,514,59,5000,Paid,6.99,Teen,Yes,No,No
ONE PIECE TREASURE CRUISE,Others,4.4,312204,270,10000000,Free,0,Teen,Yes,Yes,Yes
"Komoot — Cycling, Hiking & Mountain Biking Maps",HEALTH_AND_FITNESS,4.2,2199,270,10000000,Free,0,Everyone,No,Yes,Yes
Kenshō,Others,4.2,750,270,50000,Paid,3.99,Everyone 10+,No,No,Yes
Phoenix - Facebook & Messenger,Others,4.3,9606,34,100000,Free,0,Teen,No,No,No
Kids Videos,Others,4.1,559,64,100000,Free,0,Everyone,Yes,No,No
Advanced EX for NISSAN,TOOLS,2.9,164,0.144,5000,Paid,4.99,Everyone,No,No,No
Puzzle Kids - Animals Shapes and Jigsaw Puzzles,FAMILY,4.6,1109,52,1000000,Free,0,Everyone,No,No,No
Wolves Live Wallpaper,PERSONALIZATION,4.3,10401,33,1000000,Free,0,Everyone,Yes,No,No
Trailer Addict Movie Trailers,Others,3.9,2646,91,100000,Free,0,Teen,Yes,No,No
H-Connect,HEALTH_AND_FITNESS,4,,15,5000,Free,0,Everyone,No,No,No
Undertale AU Amino,Others,4.8,5369,63,50000,Free,0,Teen,No,No,No
How to Write CV,BOOKS_AND_REFERENCE,4.6,244,41,100000,Free,0,Everyone,Yes,No,No
AI Today : Artificial Intelligence News & AI 101,Others,5,43,23,100,Free,0,Everyone,Yes,No,No
CB Frequencies,TOOLS,4,5,14,100,Paid,0.99,Everyone,No,No,No
Brightest Flashlight Free ®,TOOLS,4.7,312204,38,19970000,Free,0,Everyone,Yes,No,No
CreditWise from Capital One,FINANCE,4.6,26587,84,1000000,Free,0,Everyone,No,No,No
MIUI Style GO Weather EX,Others,4.2,2115,11,500000,Free,0,Everyone,No,No,No
DRAGON QUEST VIII,FAMILY,4.5,7812,27,50000,Paid,19.99,Everyone 10+,No,No,No
Real Gangster Crime,GAME,4.3,285814,84,10000000,Free,0,Teen,Yes,Yes,No
Burn Your Fat With Me! FG,HEALTH_AND_FITNESS,4.5,38487,60,1000000,Free,0,Teen,Yes,Yes,No
Khan Academy,Others,4.6,85375,21,5000000,Free,0,Everyone,No,No,No
TorrDroid - Torrent Downloader,TOOLS,4.7,59632,10,1000000,Free,0,Everyone,Yes,Yes,No
DP Maker,PHOTOGRAPHY,4.2,784,18,100000,Free,0,Everyone,Yes,No,No
iFORA BP,MEDICAL,3.4,18,45,1000,Free,0,Everyone,No,No,No
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37,10000000,Free,0,Everyone,No,No,No
MbH BM,MEDICAL,1,1,23,100,Free,0,Everyone,No,No,No
Urbanspoon Restaurant Reviews,Others,4.2,35560,13,5000000,Free,0,Everyone,No,No,No
Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24,100000,Free,0,Everyone,Yes,Yes,No
Endless Numbers,FAMILY,4.4,2952,37,500000,Free,0,Everyone,No,Yes,No
Baba Yaad Hai?(BK's),FAMILY,4.8,160,13,10000,Free,0,Everyone,Yes,No,No
Ad Detector,TOOLS,3.8,208,0.73,50000,Free,0,Everyone,Yes,No,No
dt.se,Others,3.1,124,12,10000,Free,0,Everyone,Yes,No,No
Barry EC,TOOLS,,14,38,1000,Free,0,Everyone,No,No,No
CF.lumen,TOOLS,4.4,4901,19,100000,Free,0,Everyone,No,Yes,No
F-Secure Freedome for Business,BUSINESS,3.8,183,99,50000,Free,0,Everyone,No,No,No
Color Quartets,FAMILY,4,42,12,1000,Free,0,Everyone,Yes,Yes,No
BD Fishpedia,BOOKS_AND_REFERENCE,4.8,123,65,1000,Free,0,Everyone,Yes,No,No
MBTA GPS - Track the T,Others,3.8,82,56,5000,Free,0,Everyone,Yes,No,No
A&W Restaurants,Others,1.7,14,13,1000,Free,0,Everyone,No,No,No
Familyfirst Messenger,MEDICAL,,1,33,10,Free,0,Everyone,No,No,No
Socrative Teacher,Others,3.9,1239,18,100000,Free,0,Everyone,No,No,No
Police Car Driving Sim,FAMILY,4.1,72522,51,10000000,Free,0,Everyone,Yes,Yes,No
Pic Stitch - #1 Collage Maker,PHOTOGRAPHY,4.2,15426,50,1000000,Free,0,Everyone,Yes,Yes,No
Workout Tracker & Gym Trainer - Fitness Log Book,HEALTH_AND_FITNESS,4.6,,21,500000,Free,0,Everyone,No,Yes,No
A&E - Watch Full Episodes of TV Shows,Others,4,29706,19,1000000,Free,0,Teen,Yes,No,No
Learn Spanish - Español,Others,4.7,32346,32,1000000,Free,0,Everyone,No,No,No
Stocard - Rewards Cards Wallet,Others,4.6,284725,20,10000000,Free,0,Everyone,No,No,No
Classic Calculator,TOOLS,4,85659,27,5000000,Free,0,Everyone,Yes,No,No
My Truck,TOOLS,2.5,247,82,10000,Free,0,Everyone,No,No,No
Orbia: Tap and Relax,Others,4.6,205501,270,5000000,Free,0,Everyone,Yes,Yes,Yes
What's Up,LIFESTYLE,4.1,23453,10,1000000,Free,0,Everyone,No,No,No
My Little Pony Rainbow Runners,FAMILY,4.3,33785,16,5000000,Free,0,Everyone,Yes,Yes,No
Launcher Oreo 8.1,PERSONALIZATION,4.5,13466,34,500000,Free,0,Everyone,Yes,No,No
Putzmeister Experts,TOOLS,4.6,21,89,1000,Free,0,Everyone,No,No,No
AP Art History Flashcards,FAMILY,5,1,96,10,Paid,29.99,Mature 17+,No,No,No
ReadyOp DT,COMMUNICATION,4.6,8,11,1000,Free,0,Everyone,No,No,No
Redfin Real Estate: Search & Find Homes for Sale,Others,4.6,67431,270,5000000,Free,0,Everyone,No,No,Yes
BN Más Cerca de Usted,FINANCE,3.9,8185,45,500000,Free,0,Everyone,No,No,No
DK Eyewitness Audio Walks,Others,2.3,9,70,1000,Free,0,Everyone,No,No,No
AntennaPict β,COMMUNICATION,4.3,15439,22,1000000,Free,0,Everyone,No,No,No
VZ Navigator for Tablets,Others,3.6,285,39,500000,Free,0,Everyone,Yes,No,No
Baby puzzles,FAMILY,4.3,11950,19,5000000,Free,0,Everyone,Yes,Yes,No
Feel Performer,COMMUNICATION,2.2,62,34,10000,Free,0,Everyone,No,No,No
BK Murli Dictionary (H to E),FAMILY,4.6,106,39,10000,Free,0,Everyone,Yes,No,No
CT Abdomen Pelvis,MEDICAL,4,36,36,10000,Free,0,Everyone,Yes,No,No
Walking: Pedometer diet,HEALTH_AND_FITNESS,3.7,1861,15,1000000,Free,0,Everyone,Yes,No,No
ChopAssistant,TOOLS,4.2,455,28,50000,Free,0,Everyone,Yes,No,No
Cars Coloring Pages,Others,4.4,1090,49,1000000,Free,0,Everyone,Yes,No,No
AU Results - AU COE Corner,FAMILY,4,664,21,100000,Free,0,Everyone,Yes,No,No
Tuberculose Dz,MEDICAL,4.9,26,61,1000,Free,0,Everyone,No,No,No
Sonic the Hedgehog™ Classic,GAME,4.4,125652,56,10000000,Free,0,Everyone,Yes,Yes,No
TeamWard – live help for LoL,FAMILY,4.8,3136,27,100000,Free,0,Everyone,No,No,No
Placement Tips for BE (CE/IT),FAMILY,4.4,7,63,500,Free,0,Everyone,No,No,No
Choices: Stories You Play,GAME,4.6,312204,93,10000000,Free,0,Teen,Yes,Yes,Yes
Masha and The Bear,FAMILY,4,39779,19,5000000,Free,0,Everyone,No,Yes,No
Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,246538,60,5000000,Free,0,Teen,Yes,Yes,No
Vikings: an Archer's Journey,GAME,4.5,10256,39,1000000,Free,0,Everyone,Yes,Yes,No
Mad Dash Fo' Cash,GAME,5,14,16,100,Free,0,Everyone,Yes,No,No
Info BMKG,Others,4.3,21404,76,1000000,Free,0,Everyone,No,No,No
クリスタル オブ リユニオン【王国ストラテジーRPG】,Others,3.5,33802,270,500000,Free,0,Mature 17+,No,No,Yes
European Union Simulator,FAMILY,3.6,688,26,50000,Free,0,Everyone,Yes,Yes,No
AT&T Mobile Transfer,PRODUCTIVITY,4.6,22775,26,10000000,Free,0,Everyone,No,No,No
Munchery: Chef Crafted Fresh Food Delivered,Others,3.9,464,28,50000,Free,0,Everyone,No,No,No
EL AL Flights,Others,3.1,1563,36,100000,Free,0,Everyone,No,No,No
Financial Calculator BA Chien.,FINANCE,4.2,23,0.954,500,Paid,3.99,Everyone,No,No,No
AZ Camera - Manual Pro Cam,PHOTOGRAPHY,3.4,2332,16,100000,Free,0,Everyone,Yes,Yes,No
Baby Panda Care,FAMILY,4.2,108795,49,10000000,Free,0,Everyone,Yes,Yes,No
BD Attendance,PRODUCTIVITY,4.8,93,14,1000,Free,0,Everyone,No,No,No
Wort Kreuz,Others,4.4,18928,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Harry Potter: Hogwarts Mystery,Others,4.5,312204,270,19970000,Free,0,Teen,No,Yes,Yes
Riptide GP: Renegade,Others,4.5,11018,270,100000,Paid,2.99,Everyone 10+,No,No,Yes
Bitcoin Bx (Thailand),FINANCE,4.5,101,69,10000,Free,0,Everyone,Yes,Yes,No
Avokiddo Emotions,FAMILY,4.6,73,12,1000,Paid,2.99,Everyone,No,No,No
Angry Shark 2016,FAMILY,4,73185,46,5000000,Free,0,Teen,Yes,Yes,No
Alabama Gameday Live,SPORTS,4.7,19,12,1000,Free,0,Everyone,Yes,No,No
Girly Lock Screen Wallpaper with Quotes,Others,4.2,,18,5000000,Free,0,Everyone,Yes,No,No
Police Detector (Speed Camera Radar),Others,4.3,3574,39,1000000,Free,0,Everyone 10+,Yes,Yes,No
BH Táxi,BUSINESS,3.9,91,89,5000,Free,0,Everyone,No,No,No
EU Life Explorer,Others,4,2,12,50,Free,0,Everyone,Yes,No,No
Moment,Others,4.5,19583,37,1000000,Free,0,Teen,No,Yes,No
Weather,Others,4.2,18773,12,10000000,Free,0,Everyone,No,No,No
Foothills CP,FAMILY,5,4,78,100,Free,0,Teen,No,No,No
Weather by WeatherBug: Live Radar Map & Forecast,Others,,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Blogger,Others,3.7,138026,27,5000000,Free,0,Mature 17+,No,No,No
Koi Free Live Wallpaper,PERSONALIZATION,4.2,290241,41,19970000,Free,0,Everyone,No,No,No
Mirrors of Albion,Others,4.3,302512,270,10000000,Free,0,Everyone,Yes,Yes,Yes
FD Shift Calendar Widget,TOOLS,4.1,981,0.073,100000,Free,0,Everyone,No,No,No
The Sims™ Mobile,FAMILY,4.5,312204,89,10000000,Free,0,Teen,Yes,Yes,Yes
Prom MakeUp Tutorial,Others,4.8,104,12,10000,Free,0,Everyone,Yes,No,No
Ez iCam,PHOTOGRAPHY,3.1,7300,46,1000000,Free,0,Teen,Yes,No,No
Associated Credit Union Mobile,FINANCE,4.7,3290,12,50000,Free,0,Everyone,No,No,No
なめよん 〜なめこの 脱出ゲーム 〜,Others,3.4,2131,270,100000,Free,0,Everyone,Yes,No,Yes
FrostWire: Torrent Downloader & Music Player,Others,,253207,13,10000000,Free,0,Everyone,Yes,Yes,No
Score! Hero,GAME,4.6,312204,96,19970000,Free,0,Everyone,Yes,Yes,No
To Do List,PRODUCTIVITY,4.7,253155,35,5000000,Free,0,Everyone,No,No,No
BN Pro Black Text on White,Others,3.9,53,0.334,10000,Free,0,Everyone,No,No,No
FN Cam,PHOTOGRAPHY,3.4,181,10,10000,Free,0,Everyone,No,No,No
Google Assistant Go,TOOLS,3.7,315,46,500000,Free,0,Everyone,No,No,No
Toca Mystery House,FAMILY,4.2,,79,5000,Paid,3.99,Everyone,Yes,No,No
Mobile FC,SPORTS,4.1,5015,57,100000,Free,0,Everyone,Yes,Yes,No
"Journey: Diary, Journal",LIFESTYLE,4.5,22629,270,1000000,Free,0,Everyone,No,Yes,Yes
SCB EASY,FINANCE,4.2,112656,93,5000000,Free,0,Everyone,No,No,No
Quake & Volcanoes: 3D Globe of Volcanic Eruptions,Others,4.4,663,60,100000,Free,0,Everyone,Yes,Yes,No
video player for android,Others,4.5,312204,13,10000000,Free,0,Everyone,Yes,No,No
Space Pioneer: Action RPG PvP Alien Shooter,Others,4.1,38751,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Slime Evolution,Others,4.3,16273,270,500000,Free,0,Everyone 10+,Yes,Yes,Yes
Angry Birds 2,GAME,4.6,,57,19970000,Free,0,Everyone,Yes,Yes,Yes
Friday the 13th: Killer Puzzle,Others,4.1,224976,270,10000000,Free,0,Mature 17+,Yes,Yes,Yes
"Startupticker.ch News, Events",Others,5,4,10,100,Free,0,Everyone,No,No,No
High Blood Pressure Symptoms,MEDICAL,4,531,23,100000,Free,0,Everyone,Yes,No,No
Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52,1000000,Free,0,Everyone 10+,Yes,No,No
Wi-Fi Networks,PRODUCTIVITY,4.2,115,14,10000,Free,0,Everyone,No,No,No
MealLogger-Photo Food Journal,HEALTH_AND_FITNESS,3.5,217,94,50000,Free,0,Teen,Yes,No,No
SCM FPS Status,BUSINESS,,123,33,10000,Free,0,Everyone,No,No,No
CT Brain Interpretation,FAMILY,5,3,29,500,Free,0,Everyone,Yes,No,No
Oddworld: New 'n' Tasty,GAME,4.6,1475,34,10000,Paid,4.99,Teen,No,No,No
Alarm.fo – choose your info,Others,4.4,19,31,1000,Free,0,Everyone,No,No,No
Coloring & Learn,FAMILY,4.4,12753,51,5000000,Free,0,Everyone,Yes,Yes,No
Aurum Blade EX,FAMILY,4.3,28151,17,1000000,Free,0,Everyone 10+,Yes,Yes,No
Q,FAMILY,4.2,69126,60,1000000,Free,0,Everyone,No,No,No
Amazon Drive,PRODUCTIVITY,4.4,18669,41,1000000,Free,0,Everyone,No,No,No
How it works: AK-74N,FAMILY,4.4,1031,48,100000,Free,0,Everyone,No,No,No
Living Room Decorating Ideas,Others,4,4465,58,1000000,Free,0,Everyone,Yes,No,No
Dp for girls,Others,4.2,175,82,50000,Free,0,Everyone,Yes,No,No
Fr Agnel Ambarnath,FAMILY,4.2,117,13,5000,Free,0,Everyone,Yes,No,No
EB Events,Others,3.3,97,16,10000,Free,0,Everyone,No,No,No
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031,58,1000000,Free,0,Everyone,Yes,Yes,No
CL Clock,BUSINESS,2.7,7,13,1000,Free,0,Everyone,No,No,No
dB Sound Meter,TOOLS,4.1,29,23,5000,Free,0,Everyone,Yes,No,No
File Explorer,PRODUCTIVITY,4.1,,0.72,100000,Free,0,Everyone,Yes,No,No
Mobile Royale MMORPG - Build a Strategy for Battle,Others,4.2,115582,270,5000000,Free,0,Teen,Yes,Yes,Yes
War Robots. 6v6 Tactical Multiplayer Battles,Others,4,312204,270,19970000,Free,0,Everyone 10+,Yes,Yes,Yes
Diary with lock,LIFESTYLE,4.6,312204,44,10000000,Free,0,Everyone,Yes,Yes,No
SnipSnap Coupon App,Others,4.2,9975,18,1000000,Free,0,Everyone,Yes,No,No
e-Boks.dk,PRODUCTIVITY,3.2,6752,33,1000000,Free,0,Everyone,No,No,No
Chinese Chess ( Xiangqi Free ),GAME,4.6,963,41,50000,Free,0,Everyone,Yes,No,No
EC Security,LIFESTYLE,4.5,13,28,1000,Free,0,Everyone,No,No,No
Deep Sleep Battery Saver Pro,TOOLS,3.9,1417,29,10000,Paid,3.28,Everyone,No,No,No
Cooking Craze: The Global Kitchen Cooking Game,Others,4.2,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
H Pack,LIFESTYLE,4.3,9412,17,1000000,Free,0,Everyone,No,No,No
Al-Quran (Free),BOOKS_AND_REFERENCE,4.6,218451,47,10000000,Free,0,Everyone,Yes,No,No
피카 : 바른연애 길잡이,Others,4.3,12024,270,500000,Free,0,Teen,No,Yes,Yes
Duaa Ek Ibaadat,BOOKS_AND_REFERENCE,4.9,122,26,5000,Free,0,Everyone,No,No,No
Recycling Cy,LIFESTYLE,4,47,45,1000,Free,0,Everyone,No,No,No
Real City Car Driver,GAME,3.7,312204,22,10000000,Free,0,Mature 17+,Yes,No,No
Wii U Simulator,FAMILY,3.4,1178,38,100000,Free,0,Everyone 10+,Yes,No,No
Talking Husky Dog,FAMILY,4.4,26545,40,1000000,Free,0,Everyone,Yes,No,No
Miracle Merchant,Others,4,6629,270,500000,Free,0,Everyone,Yes,Yes,Yes
B,FINANCE,3.7,800,32,50000,Free,0,Everyone,No,No,No
FRAG Pro Shooter,Others,4.3,312204,270,19970000,Free,0,Teen,Yes,Yes,Yes
Wallpapers HD,PERSONALIZATION,4.6,312204,21,10000000,Free,0,Everyone,Yes,No,No
Waterfall Photo Frames,PHOTOGRAPHY,4.5,10349,11,1000000,Free,0,Everyone,Yes,No,No
BayPort CU Mobile Banking,FINANCE,4.7,2374,16,10000,Free,0,Everyone,No,No,No
FP Notebook,MEDICAL,4.5,408,60,50000,Free,0,Everyone,No,Yes,No
Siren Ringtones,PERSONALIZATION,4.2,42190,11,5000000,Free,0,Teen,Yes,No,No
The Cube,GAME,4.2,70226,38,5000000,Free,0,Everyone,Yes,No,No
EZ Screenshot,TOOLS,4.4,55,14,5000,Free,0,Everyone,Yes,Yes,No
"Insight Timer - Meditation, Sleep, Music",HEALTH_AND_FITNESS,4.9,126796,270,5000000,Free,0,Everyone,No,Yes,Yes
Fast Tract Diet,HEALTH_AND_FITNESS,4.4,35,24,1000,Paid,7.99,Everyone,No,No,No
"Meditopia: Sleep, Meditation, Breathing",HEALTH_AND_FITNESS,4.6,157505,270,10000000,Free,0,Everyone,No,Yes,Yes
Jetpack Joyride,GAME,4.4,312204,96,19970000,Free,0,Everyone 10+,Yes,Yes,Yes
Brexit EU,FAMILY,4.4,7,75,500,Free,0,Everyone,Yes,No,No
Draw with FP sDraw,TOOLS,,3268,0.467,100000,Free,0,Everyone,No,No,No
Kimbrough AH,MEDICAL,5,5,28,100,Free,0,Everyone,No,No,No
Real DJ Simulator,FAMILY,4,68664,55,10000000,Free,0,Everyone,Yes,No,No
Northern Lights FREE (Aurora),PERSONALIZATION,4.1,12180,54,1000000,Free,0,Everyone,No,No,No
Dr. Shogi,GAME,3.3,19291,51,1000000,Free,0,Everyone,Yes,No,No
USE Credit Union Mobile,FINANCE,,964,14,10000,Free,0,Everyone,Yes,No,No
First Hawaiian Bank Mobile,FINANCE,2.1,232,29,10000,Free,0,Everyone,No,No,No
Tropicats: Match 3 Games on a Tropical Island,Others,4.5,90834,270,1000000,Free,0,Everyone,Yes,Yes,Yes
Quizlet: Learn Languages & Vocab with Flashcards,Others,4.6,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Cardio Journal — Blood Pressure Log,MEDICAL,4.5,3320,83,100000,Free,0,Everyone,No,Yes,No
Just A Regular Arcade,GAME,4.2,40847,94,1000000,Free,0,Everyone,Yes,No,No
Brave Conquest,Others,4.2,26161,270,500000,Free,0,Teen,No,Yes,Yes
Zlax.io Zombs Luv Ax,GAME,4.6,6344,32,500000,Free,0,Everyone,Yes,No,No
Messenger,Others,4.1,68025,39,10000000,Free,0,Everyone,Yes,No,No
EY Digi India Personal Tax,BUSINESS,4,2,17,100,Free,0,Everyone,No,No,No
CircleCI Viewer,PRODUCTIVITY,4.6,,32,1000,Free,0,Everyone,No,No,No
TALION,Others,3.8,3844,270,1000000,Free,0,Teen,Yes,Yes,Yes
Car Parking Crane N Drifting,FAMILY,4.2,,71,50000,Free,0,Everyone,Yes,No,No
Third Eye,TOOLS,4.4,19877,45,1000000,Free,0,Everyone,No,No,No
FE Civil Engineering Exam Prep,FAMILY,2.8,9,21,1000,Free,0,Everyone,No,Yes,No
Xbox,FAMILY,4.3,312204,46,10000000,Free,0,Everyone,No,No,No
CQ Mobile,FINANCE,2.7,36,18,1000,Free,0,Everyone,No,No,No
Uncharted Wars: Oceans & Empires,Others,3.9,48516,270,1000000,Free,0,Everyone 10+,Yes,Yes,Yes
Bendy in Nightmare Run,Others,4.3,86076,270,5000000,Free,0,Teen,Yes,Yes,Yes
Word Cookies!®,Others,4.6,312204,270,10000000,Free,0,Everyone,Yes,Yes,Yes
Talking Angela,Others,3.7,,52,19970000,Free,0,Everyone,Yes,Yes,No
Cookie Cats Pop,Others,4.6,78219,270,1000000,Free,0,Everyone,Yes,Yes,Yes
BW-GnuGo,GAME,4.1,64,13,5000,Free,0,Everyone,No,No,No
King of Math,FAMILY,4.4,766,14,10000,Paid,2.99,Everyone,No,No,No
Home Workout for Men - Bodybuilding,HEALTH_AND_FITNESS,4.8,12705,15,1000000,Free,0,Everyone,Yes,No,No
AP Physics 1 Prep: Practice Tests and Flashcards,FAMILY,4.4,29,53,5000,Free,0,Everyone,No,No,No
Sokoban Land DX,FAMILY,3.9,46,20,10000,Paid,2.99,Everyone,No,No,No
EO Global,BUSINESS,2.6,,89,1000,Free,0,Everyone,No,No,No
BM SPM Practice,FAMILY,5,6,92,1000,Free,0,Everyone,No,No,No
South Florida AA Meetings,LIFESTYLE,5,10,21,1000,Free,0,Everyone,No,No,No
Candy Crush Friends Saga,Others,4.6,312204,270,19970000,Free,0,Everyone,Yes,Yes,Yes
"Cardiac diagnosis (heart rate, arrhythmia)",MEDICAL,,8,65,100,Paid,12.99,Everyone,No,No,No
Medite.se,HEALTH_AND_FITNESS,2.3,5646,270,500000,Free,0,Everyone,No,No,Yes
FD e-paper,Others,3.1,183,71,10000,Free,0,Everyone,Yes,Yes,No
Math Solver,FAMILY,4.3,2250,30,100000,Free,0,Everyone,Yes,Yes,No
HD Camera for Android,PHOTOGRAPHY,4.1,312204,40,10000000,Free,0,Everyone,Yes,No,No
Auto Chess,Others,4,221150,270,5000000,Free,0,Everyone 10+,Yes,Yes,Yes
DG Smart life,TOOLS,2.1,14,28,1000,Free,0,Everyone,No,No,No
"Omlet Arcade - Screen Recorder, Live Stream Games",Others,4.4,312204,270,19970000,Free,0,Teen,Yes,Yes,Yes
F-Secure AV Test,TOOLS,,1250,0.241,50000,Free,0,Everyone,No,No,No
ABCmouse.com,FAMILY,4.3,50887,91,5000000,Free,0,Everyone,No,Yes,No
Partymasters - Fun Idle Game,GAME,4.6,312204,63,10000000,Free,0,Teen,Yes,Yes,No
World of Warriors: Duel,GAME,4.3,25952,36,500000,Free,0,Everyone 10+,Yes,Yes,No
EZ-Placard - Free Placard Calculator,TOOLS,2.9,7,24,1000,Free,0,Everyone,No,No,No
IHOP®,Others,4.2,441,24,100000,Free,0,Everyone,No,No,No
All Video Downloader,Others,3.8,165723,16,10000000,Free,0,Everyone,Yes,No,No
ConnectLine,MEDICAL,3.1,253,42,50000,Free,0,Everyone,No,No,No
DS-L4 Viewer,PHOTOGRAPHY,3.5,13,79,1000,Free,0,Everyone,No,No,No
Web Browser & Fast Explorer,Others,4.4,54768,26,5000000,Free,0,Everyone,Yes,No,No
The League,Others,3,837,94,100000,Free,0,Mature 17+,No,Yes,No
ZOOKEEPER DX TouchEdition,FAMILY,4.2,3195,46,100000,Paid,0.99,Everyone,No,No,No
Water Surfer Floating BMX Bicycle Rider Racing,FAMILY,4.4,551,38,100000,Free,0,Everyone,Yes,No,No
Space Marshals 2,Others,4.3,99476,270,5000000,Free,0,Teen,Yes,Yes,Yes
BL Taxi,Others,4.9,124,34,1000,Free,0,Everyone,No,No,No
beIN SPORTS TR,SPORTS,4,135763,13,10000000,Free,0,Everyone,Yes,Yes,No
Navi Radiography Pro,MEDICAL,4.7,11,100,500,Paid,15.99,Everyone,No,No,No
Driver Permit Test Prep DC DMV Driver's License Ed,FAMILY,4.7,78,11,5000,Free,0,Everyone,Yes,Yes,No
Rush,GAME,4.6,260651,51,10000000,Free,0,Everyone,No,No,No
